"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028855";"1.4.4.2.1.1.4.2";"39900";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028855";"1.4.4.2.1.1.4.2";"45700";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028855";"1.4.4.2.1.1.4.2";"44700";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028855";"1.4.4.2.1.1.4.2";"44700";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"120";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"150";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"190";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"170";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"750";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"720";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"560";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"650";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029043";"1.4.7.2.1.1.4.1";"690";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"44500";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"40400";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"50600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"40400";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"47900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"45600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"45300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"47900";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029044";"1.4.7.2.1.1.4.2";"44300";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"390";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"580";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"620";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"630";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"1710";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"1880";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"1880";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"1820";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029232";"1.4.16.2.1.1.4.1";"1890";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"54200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"57100";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"55600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"56500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"51800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"50800";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"52300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"52000";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029233";"1.4.16.2.1.1.4.2";"52200";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"3220";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"3750";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"3950";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"4030";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"8760";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"9100";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"9270";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"9880";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029421";"1.4.24.2.1.1.4.1";"11100";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029422";"1.4.24.2.1.1.4.2";"59500";"";"";"";"0"
